State,Crime_Head,Year,Count
Kerala,TOTAL CRIMES AGAINST WOMEN,2005,6762
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,14529
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2005,13370
Manipur,TOTAL CRIMES AGAINST WOMEN,2005,140
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2005,131
Mizoram,TOTAL CRIMES AGAINST WOMEN,2005,95
Nagaland,TOTAL CRIMES AGAINST WOMEN,2005,37
Odisha,TOTAL CRIMES AGAINST WOMEN,2005,6249
Punjab,TOTAL CRIMES AGAINST WOMEN,2005,1969
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2005,11657
Sikkim,TOTAL CRIMES AGAINST WOMEN,2005,62
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2005,8648
Tripura,TOTAL CRIMES AGAINST WOMEN,2005,840
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,14875
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2005,786
West Bengal,TOTAL CRIMES AGAINST WOMEN,2005,11887
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2005,22
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2005,205
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2005,24
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2005,10
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2005,4351
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2005,0
Puducherry,TOTAL CRIMES AGAINST WOMEN,2005,127
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2005,155553
Andhra Pradesh,RAPE,2006,1049
Arunachal Pradesh,RAPE,2006,37
Assam,RAPE,2006,1244
Bihar,RAPE,2006,1232
Chhattisgarh,RAPE,2006,995
Goa,RAPE,2006,21
Gujarat,RAPE,2006,354
Haryana,RAPE,2006,608
Himachal Pradesh,RAPE,2006,113
Jammu & Kashmir,RAPE,2006,250
Jharkhand,RAPE,2006,799
Karnataka,RAPE,2006,400
Kerala,RAPE,2006,601
Madhya Pradesh,RAPE,2006,2900
Maharashtra,RAPE,2006,1500
Manipur,RAPE,2006,40
Meghalaya,RAPE,2006,74
Mizoram,RAPE,2006,72
Nagaland,RAPE,2006,23
Odisha,RAPE,2006,985
Punjab,RAPE,2006,442
Rajasthan,RAPE,2006,1085
Sikkim,RAPE,2006,20
Tamil Nadu,RAPE,2006,457
Tripura,RAPE,2006,189
Uttar Pradesh,RAPE,2006,1314
Uttarakhand,RAPE,2006,147
West Bengal,RAPE,2006,1731
A&N Islands,RAPE,2006,6
Chandigarh,RAPE,2006,19
D&N Haveli,RAPE,2006,6
Daman & Diu,RAPE,2006,3
Delhi UT,RAPE,2006,623
Lakshadweep,RAPE,2006,0
Puducherry,RAPE,2006,9
All India,RAPE,2006,19348
Andhra Pradesh,KIDNAPPING & ABDUCTION,2006,1329
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2006,51
Assam,KIDNAPPING & ABDUCTION,2006,1544
Bihar,KIDNAPPING & ABDUCTION,2006,1084
Chhattisgarh,KIDNAPPING & ABDUCTION,2006,178
Goa,KIDNAPPING & ABDUCTION,2006,10
Gujarat,KIDNAPPING & ABDUCTION,2006,945
Haryana,KIDNAPPING & ABDUCTION,2006,431
Himachal Pradesh,KIDNAPPING & ABDUCTION,2006,109
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2006,723
Jharkhand,KIDNAPPING & ABDUCTION,2006,410
Karnataka,KIDNAPPING & ABDUCTION,2006,328
Kerala,KIDNAPPING & ABDUCTION,2006,202
Madhya Pradesh,KIDNAPPING & ABDUCTION,2006,617
Maharashtra,KIDNAPPING & ABDUCTION,2006,921
Manipur,KIDNAPPING & ABDUCTION,2006,79
Meghalaya,KIDNAPPING & ABDUCTION,2006,25
Mizoram,KIDNAPPING & ABDUCTION,2006,1
Nagaland,KIDNAPPING & ABDUCTION,2006,3
Odisha,KIDNAPPING & ABDUCTION,2006,577
Punjab,KIDNAPPING & ABDUCTION,2006,418
Rajasthan,KIDNAPPING & ABDUCTION,2006,1553
Sikkim,KIDNAPPING & ABDUCTION,2006,7
Tamil Nadu,KIDNAPPING & ABDUCTION,2006,718
Tripura,KIDNAPPING & ABDUCTION,2006,62
Uttar Pradesh,KIDNAPPING & ABDUCTION,2006,2551
Uttarakhand,KIDNAPPING & ABDUCTION,2006,183
West Bengal,KIDNAPPING & ABDUCTION,2006,1199
A&N Islands,KIDNAPPING & ABDUCTION,2006,5
Chandigarh,KIDNAPPING & ABDUCTION,2006,57
D&N Haveli,KIDNAPPING & ABDUCTION,2006,14
Daman & Diu,KIDNAPPING & ABDUCTION,2006,1
Delhi UT,KIDNAPPING & ABDUCTION,2006,1066
Lakshadweep,KIDNAPPING & ABDUCTION,2006,0
Puducherry,KIDNAPPING & ABDUCTION,2006,13
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2006,17414
Andhra Pradesh,DOWRY DEATH,2006,519
Arunachal Pradesh,DOWRY DEATH,2006,1
Assam,DOWRY DEATH,2006,105
Bihar,DOWRY DEATH,2006,1188
Chhattisgarh,DOWRY DEATH,2006,103
Goa,DOWRY DEATH,2006,0
Gujarat,DOWRY DEATH,2006,50
Haryana,DOWRY DEATH,2006,255
Himachal Pradesh,DOWRY DEATH,2006,3
Jammu & Kashmir,DOWRY DEATH,2006,10
Jharkhand,DOWRY DEATH,2006,281
Karnataka,DOWRY DEATH,2006,244
Kerala,DOWRY DEATH,2006,25
Madhya Pradesh,DOWRY DEATH,2006,764
Maharashtra,DOWRY DEATH,2006,387
Manipur,DOWRY DEATH,2006,0
Meghalaya,DOWRY DEATH,2006,6
Mizoram,DOWRY DEATH,2006,0
Nagaland,DOWRY DEATH,2006,0
Odisha,DOWRY DEATH,2006,457
Punjab,DOWRY DEATH,2006,130
Rajasthan,DOWRY DEATH,2006,394
Sikkim,DOWRY DEATH,2006,0
Tamil Nadu,DOWRY DEATH,2006,187
Tripura,DOWRY DEATH,2006,35
Uttar Pradesh,DOWRY DEATH,2006,1798
Uttarakhand,DOWRY DEATH,2006,80
West Bengal,DOWRY DEATH,2006,445
A&N Islands,DOWRY DEATH,2006,0
Chandigarh,DOWRY DEATH,2006,10
D&N Haveli,DOWRY DEATH,2006,1
Daman & Diu,DOWRY DEATH,2006,0
Delhi UT,DOWRY DEATH,2006,137
Lakshadweep,DOWRY DEATH,2006,0
Puducherry,DOWRY DEATH,2006,3
ALL INDIA ,DOWRY DEATH,2006,7618
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,4534
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,63
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,1290
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,530
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,1598
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,18
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,736
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,486
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,275
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,960
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,414
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,1683
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,2543
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,6243
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,3479
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,42
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,57
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,51
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,3
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,2415
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,314
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,2582
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,14
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,1179
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,207
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,2096
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,153
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,1837
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,14
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,20
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,5
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,2
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,718
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,0
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,56
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2006,36617
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2006,2411
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2006,2
Assam,INSULT TO THE MODESTY OF WOMEN,2006,10
Bihar,INSULT TO THE MODESTY OF WOMEN,2006,53
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2006,143
Goa,INSULT TO THE MODESTY OF WOMEN,2006,7
Gujarat,INSULT TO THE MODESTY OF WOMEN,2006,138
Haryana,INSULT TO THE MODESTY OF WOMEN,2006,491
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2006,31
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2006,347
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2006,44
Karnataka,INSULT TO THE MODESTY OF WOMEN,2006,38
Kerala,INSULT TO THE MODESTY OF WOMEN,2006,222
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2006,762
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2006,984
Manipur,INSULT TO THE MODESTY OF WOMEN,2006,0
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2006,0
Mizoram,INSULT TO THE MODESTY OF WOMEN,2006,0
Nagaland,INSULT TO THE MODESTY OF WOMEN,2006,2
Odisha,INSULT TO THE MODESTY OF WOMEN,2006,247
Punjab,INSULT TO THE MODESTY OF WOMEN,2006,60
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2006,31
Sikkim,INSULT TO THE MODESTY OF WOMEN,2006,0
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2006,852
Tripura,INSULT TO THE MODESTY OF WOMEN,2006,0
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2006,2714
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2006,113
West Bengal,INSULT TO THE MODESTY OF WOMEN,2006,63
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2006,4
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2006,13
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2006,1
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2006,0
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2006,144
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2006,0
Puducherry,INSULT TO THE MODESTY OF WOMEN,2006,39
All India,INSULT TO THE MODESTY OF WOMEN,2006,9966
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2006,9164
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2006,14
Assam,CRUELTY BY HUSBAND OR RELATIVES,2006,2548
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2006,1689
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2006,717
Goa,CRUELTY BY HUSBAND OR RELATIVES,2006,14
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2006,4977
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2006,2254
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2006,259
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2006,135
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2006,668
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2006,2129
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2006,3708
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2006,2989
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2006,6738
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2006,10
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2006,13
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2006,1
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2006,3
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2006,694
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2006,801
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2006,7038
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2006,6
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2006,1248
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2006,471
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2006,5204
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2006,358
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2006,7414
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2006,7
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2006,102
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2006,5
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2006,2
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2006,1728
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2006,1
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2006,19
All India,CRUELTY BY HUSBAND OR RELATIVES,2006,63128
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2006,657
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2006,29
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2006,13
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2006,13
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2006,26
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2006,78
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2006,85
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2006,5
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2006,11
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2006,786
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2006,189
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2006,12
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2006,378
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2006,1
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2006,9
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2006,44
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2006,67
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2006,143
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2006,1732
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2006,70
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2006,3
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2006,66
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2006,3
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2006,1
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2006,112
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2006,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2006,8
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2006,4541
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,1347
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,2
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,59
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,2
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,9
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,1
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,102
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,35
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,4
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,1
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2006,1562
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2006,21484
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2006,168
Assam,TOTAL CRIMES AGAINST WOMEN,2006,6801
Bihar,TOTAL CRIMES AGAINST WOMEN,2006,6740
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2006,3757
Goa,TOTAL CRIMES AGAINST WOMEN,2006,96
Gujarat,TOTAL CRIMES AGAINST WOMEN,2006,7279
Haryana,TOTAL CRIMES AGAINST WOMEN,2006,4617
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2006,792
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2006,2432
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2006,2979
Karnataka,TOTAL CRIMES AGAINST WOMEN,2006,6084
Kerala,TOTAL CRIMES AGAINST WOMEN,2006,7554
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2006,14321
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2006,14452
Manipur,TOTAL CRIMES AGAINST WOMEN,2006,171
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2006,176
Mizoram,TOTAL CRIMES AGAINST WOMEN,2006,125
Nagaland,TOTAL CRIMES AGAINST WOMEN,2006,43
Odisha,TOTAL CRIMES AGAINST WOMEN,2006,6825
Punjab,TOTAL CRIMES AGAINST WOMEN,2006,2242
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2006,12934
Sikkim,TOTAL CRIMES AGAINST WOMEN,2006,47
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2006,6489
Tripura,TOTAL CRIMES AGAINST WOMEN,2006,964
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2006,16375
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2006,1038
West Bengal,TOTAL CRIMES AGAINST WOMEN,2006,12785
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2006,36
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2006,224
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2006,32
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2006,9
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2006,4544
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2006,1
Puducherry,TOTAL CRIMES AGAINST WOMEN,2006,149
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2006,164765
Andhra Pradesh,RAPE,2007,1070
Arunachal Pradesh,RAPE,2007,48
Assam,RAPE,2007,1437
Bihar,RAPE,2007,1555
Chhattisgarh,RAPE,2007,982
Goa,RAPE,2007,20
Gujarat,RAPE,2007,316
Haryana,RAPE,2007,488
Himachal Pradesh,RAPE,2007,159
Jammu & Kashmir,RAPE,2007,288
Jharkhand,RAPE,2007,855
Karnataka,RAPE,2007,436
Kerala,RAPE,2007,512
Madhya Pradesh,RAPE,2007,3010
Maharashtra,RAPE,2007,1451
Manipur,RAPE,2007,20
Meghalaya,RAPE,2007,82
Mizoram,RAPE,2007,83
Nagaland,RAPE,2007,13
Odisha,RAPE,2007,939
Punjab,RAPE,2007,519
Rajasthan,RAPE,2007,1238
Sikkim,RAPE,2007,24
Tamil Nadu,RAPE,2007,523
Tripura,RAPE,2007,157
Uttar Pradesh,RAPE,2007,1648
Uttarakhand,RAPE,2007,117
West Bengal,RAPE,2007,2106
A&N Islands,RAPE,2007,3
Chandigarh,RAPE,2007,22
D&N Haveli,RAPE,2007,7
Daman & Diu,RAPE,2007,1
Delhi UT,RAPE,2007,598
Lakshadweep,RAPE,2007,1
Puducherry,RAPE,2007,9
All India,RAPE,2007,20737
Andhra Pradesh,KIDNAPPING & ABDUCTION,2007,1564
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2007,44
Assam,KIDNAPPING & ABDUCTION,2007,1471
Bihar,KIDNAPPING & ABDUCTION,2007,1260
Chhattisgarh,KIDNAPPING & ABDUCTION,2007,181
Goa,KIDNAPPING & ABDUCTION,2007,7
Gujarat,KIDNAPPING & ABDUCTION,2007,1089
Haryana,KIDNAPPING & ABDUCTION,2007,554
Himachal Pradesh,KIDNAPPING & ABDUCTION,2007,150
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2007,707
Jharkhand,KIDNAPPING & ABDUCTION,2007,534
Karnataka,KIDNAPPING & ABDUCTION,2007,390
Kerala,KIDNAPPING & ABDUCTION,2007,177
Madhya Pradesh,KIDNAPPING & ABDUCTION,2007,701
Maharashtra,KIDNAPPING & ABDUCTION,2007,967
Manipur,KIDNAPPING & ABDUCTION,2007,83
Meghalaya,KIDNAPPING & ABDUCTION,2007,22
Mizoram,KIDNAPPING & ABDUCTION,2007,0
Nagaland,KIDNAPPING & ABDUCTION,2007,6
Odisha,KIDNAPPING & ABDUCTION,2007,660
Punjab,KIDNAPPING & ABDUCTION,2007,545
Rajasthan,KIDNAPPING & ABDUCTION,2007,1694
Sikkim,KIDNAPPING & ABDUCTION,2007,9
Tamil Nadu,KIDNAPPING & ABDUCTION,2007,1097
Tripura,KIDNAPPING & ABDUCTION,2007,81
Uttar Pradesh,KIDNAPPING & ABDUCTION,2007,3363
Uttarakhand,KIDNAPPING & ABDUCTION,2007,227
West Bengal,KIDNAPPING & ABDUCTION,2007,1590
A&N Islands,KIDNAPPING & ABDUCTION,2007,9
Chandigarh,KIDNAPPING & ABDUCTION,2007,46
D&N Haveli,KIDNAPPING & ABDUCTION,2007,6
Daman & Diu,KIDNAPPING & ABDUCTION,2007,1
Delhi UT,KIDNAPPING & ABDUCTION,2007,1167
Lakshadweep,KIDNAPPING & ABDUCTION,2007,0
Puducherry,KIDNAPPING & ABDUCTION,2007,14
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2007,20416
Andhra Pradesh,DOWRY DEATH,2007,613
Arunachal Pradesh,DOWRY DEATH,2007,0
Assam,DOWRY DEATH,2007,100
Bihar,DOWRY DEATH,2007,1172
Chhattisgarh,DOWRY DEATH,2007,100
Goa,DOWRY DEATH,2007,2
Gujarat,DOWRY DEATH,2007,42
Haryana,DOWRY DEATH,2007,269
Himachal Pradesh,DOWRY DEATH,2007,8
Jammu & Kashmir,DOWRY DEATH,2007,9
Jharkhand,DOWRY DEATH,2007,303
Karnataka,DOWRY DEATH,2007,251
Kerala,DOWRY DEATH,2007,27
Madhya Pradesh,DOWRY DEATH,2007,742
Maharashtra,DOWRY DEATH,2007,436
Manipur,DOWRY DEATH,2007,0
Meghalaya,DOWRY DEATH,2007,2
Mizoram,DOWRY DEATH,2007,0
Nagaland,DOWRY DEATH,2007,0
Odisha,DOWRY DEATH,2007,461
Punjab,DOWRY DEATH,2007,133
Rajasthan,DOWRY DEATH,2007,439
Sikkim,DOWRY DEATH,2007,0
Tamil Nadu,DOWRY DEATH,2007,208
Tripura,DOWRY DEATH,2007,36
Uttar Pradesh,DOWRY DEATH,2007,2076
Uttarakhand,DOWRY DEATH,2007,70
West Bengal,DOWRY DEATH,2007,451
A&N Islands,DOWRY DEATH,2007,1
Chandigarh,DOWRY DEATH,2007,1
